,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,78,72,62,44,36,24,14
1,atr,56,50,44,38,28,24,18
2,mad,88,74,72,64,50,44,36
3,iqr,62,56,48,38,34,32,20
