,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,0.443192,0.380168,0.38811,0.459338,0.481304,0.478058,0.461023
1,atr,0.368413,0.411125,0.478821,0.480148,0.424522,0.429532,0.452235
2,mad,0.453479,0.468637,0.454503,0.383333,0.43319,0.457932,0.48338
3,iqr,0.48183,0.464337,0.480555,0.428868,0.520098,0.56277,0.517345
4,mad_med,0.411668,0.40286,0.373753,0.41069,0.394621,0.406287,0.473943
5,iqr_med,0.385714,0.443637,0.39023,0.404026,0.372874,0.540151,0.556129
