,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,0.443892,0.513767,0.468681,0.482499,0.510231,0.325459,0.364461
1,atr,0.390239,0.453437,0.473647,0.448447,0.485522,0.538518,0.555018
2,mad,0.519614,0.44773,0.503671,0.534286,0.49449,0.496164,0.545049
3,iqr,0.581658,0.513131,0.449972,0.309857,0.362741,0.467799,0.305625
4,mad_med,0.47625,0.432675,0.537094,0.480022,0.497372,0.48069,0.527867
5,iqr_med,0.495617,0.524681,0.447226,0.361124,0.389775,0.467799,0.162348
