ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE,DM_stat,DM_p
XLB,ATR,884.2091028163984,951.5040603911699,0.0004993083153946785,0.05464031476635711,,
XLB,MAD_Returns,914.7792482795129,951.5040603911699,0.0016611145767286215,0.18115444618580132,16.989591880563935,9.806914525175736e-65
XLB,IQR,910.4473941782743,951.5040603911699,0.0023670224285100194,0.3088923503020701,16.665251091021346,2.3450176042704143e-62
XLB,SD_Returns,910.3374796367775,951.5040603911699,0.00150507159854295,0.14455681368781736,17.007070493071588,7.278750399983069e-65
XLE,ATR,1027.0435167995465,1018.2770663562281,0.0007244154176281288,0.05383513953967019,,
XLE,MAD_Returns,985.7094842374959,1018.2770663562281,0.001471595266827862,0.17317336341124875,16.964287613767542,1.509188306336849e-64
XLE,IQR,962.0091562383582,1018.2770663562281,0.0021534630571109384,0.2797304318393215,16.71003987995378,1.1076143473212464e-62
XLE,SD_Returns,942.9939380643603,1018.2770663562281,0.001568948719408255,0.16631334162443065,16.967021431094796,1.440558553688305e-64
XLF,ATR,1024.7904191616767,1200.9391992090955,0.0004545226240241121,0.06428821380157763,,
XLF,MAD_Returns,1032.501235788433,1200.9391992090955,0.0009208226951821608,0.1788332609783219,15.159334736819922,6.573175184425315e-52
XLF,IQR,1060.090227718454,1200.9391992090955,0.001748697493745598,0.2983035339818259,14.538037562686291,6.955827822633901e-48
XLF,SD_Returns,1028.360049321825,1200.9391992090955,0.0009123547690855626,0.197173145631793,15.183712209349267,4.533800182678085e-52
XLI,ATR,1015.2752172089448,1096.8595041322312,0.0013900158238826616,0.11639883663217836,,
XLI,MAD_Returns,978.7343697346105,1096.8595041322312,0.0033041657380675125,0.2616695993398956,21.128595158040415,4.342764759311034e-99
XLI,IQR,987.4960051134548,1096.8595041322312,0.0034233654567225355,0.3398347585091771,21.009337499570197,5.388121593942312e-98
XLI,SD_Returns,988.9449231654125,1096.8595041322312,0.001937568146688491,0.1939998428481457,21.146250637124993,2.9876534661932214e-99
XLK,ATR,1125.570478260126,1145.5853054084262,0.0011681670176098384,0.09758270996568755,,
XLK,MAD_Returns,1029.771012896269,1145.5853054084262,0.0018512844749827325,0.21812544217713206,12.370505077412146,3.7744048860612107e-35
XLK,IQR,1021.1915092041708,1145.5853054084262,0.003664022981613023,0.4153084368559341,12.304791277205048,8.535679588492446e-35
XLK,SD_Returns,1043.762935300575,1145.5853054084262,0.0031494040645050243,0.3089442501545679,12.32248921481698,6.854531994022933e-35
XLP,ATR,1023.9689723931297,1047.192513368984,0.0007040745060982515,0.05667632265753648,,
XLP,MAD_Returns,1009.3086837651347,1047.192513368984,0.003067945791362903,0.1970267356368514,18.33609541361097,4.2634089250377074e-75
XLP,IQR,1019.7864263346703,1047.192513368984,0.0019734055236893962,0.26070860879982805,18.09125797686339,3.734640788539789e-73
XLP,SD_Returns,1012.1332943469786,1047.192513368984,0.001667232242280302,0.16377387867250146,18.309794002984127,6.913080624380698e-75
XLV,ATR,967.998367695244,951.7808219178082,0.0008721049907120919,0.06874107890424315,,
XLV,MAD_Returns,969.7397801210559,951.7808219178082,0.0013935060841352802,0.2133535144433369,16.434914497019484,1.0757632099134987e-60
XLV,IQR,967.8005209831813,951.7808219178082,0.002220567819290272,0.2832352401525691,16.329080708385682,6.130107979923722e-60
XLV,SD_Returns,963.1798751179563,951.7808219178082,0.001403910338105208,0.2594945464436549,16.379593438661377,2.675253590970787e-60
XLY,ATR,1128.5032515577511,1228.810793167229,0.0003963837537676399,0.06066010221659286,,
XLY,MAD_Returns,1030.8571076523995,1228.810793167229,0.0014327118741229287,0.15157033250680033,13.792468364327016,2.829114612564398e-43
XLY,IQR,1118.086697306664,1228.810793167229,0.0016792927559606534,0.2521683737490396,13.684702305089624,1.2531933798444414e-42
XLY,SD_Returns,1024.5779118028536,1228.810793167229,0.0010422122071679684,0.13151605596852922,13.788253464264885,2.999337125554506e-43
XLU,ATR,1014.2722861271494,1236.842105263158,0.0007183513597219763,0.05529513728569974,,
XLU,MAD_Returns,1100.4722137378865,1236.842105263158,0.0014588813749836945,0.1398251777574099,19.317091203868824,3.857860102379261e-83
XLU,IQR,1064.6308504417675,1236.842105263158,0.002132318575842184,0.23479488159780643,18.903706407311237,1.0631497392104696e-79
XLU,SD_Returns,1145.3698478078068,1236.842105263158,0.001532711200094372,0.14585377657722015,19.29349473470351,6.091322451550491e-83
