,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,384,344,292,242,174,116,40
1,atr,252,182,134,98,60,40,20
2,mad,428,370,338,296,264,218,168
3,iqr,316,252,212,152,116,88,64
4,mad_med,424,378,336,296,266,220,180
5,iqr_med,310,258,210,160,126,92,74
