,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,74,62,62,56,32,16,8
1,atr,50,40,26,24,16,14,8
2,mad,82,72,64,62,58,40,32
3,iqr,62,50,40,32,20,12,12
