,metric,1,1.2,1.4,1.6,1.8,2
0,sd,70.86398913336946,56.94961390163529,64.55765270959735,87.24700414952322,100.37754116711412,129.230630024319
1,atr,83.57197673019492,84.72514911460276,97.87041717583277,113.8129222315574,127.36770119335077,143.06292796743884
2,mad,67.8015175715597,68.79617900195751,64.02926839550106,64.28620759215893,72.37696284591986,92.10558645053476
3,iqr,66.81378740335819,82.11776076958337,85.65852351811284,81.41670838851485,111.21321163351351,92.7874267030735
