,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,72,58,54,44,36,28,16
1,atr,58,48,44,36,32,26,16
2,mad,74,68,60,54,48,40,34
3,iqr,58,50,40,34,24,18,18
4,mad_med,76,64,58,54,44,40,34
5,iqr_med,58,50,38,36,26,20,16
