ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE
XLB,ATR,1069.4249662693483,1030.0954245167607,0.2919737763383989,0.42369493952322357
XLB,Squared_Returns,1000.0,1030.0954245167607,0.0005463688481977465,2.37782681343372
XLB,SD_Prices,888.4698356358317,1030.0954245167607,0.24220433373770914,0.34845518326277675
XLE,ATR,859.1355294353732,1257.9542075527802,0.011664134491132927,0.05626569489342373
XLE,Squared_Returns,901.1599968584835,1257.9542075527802,7.711320633895165e-05,0.28884487535635034
XLE,SD_Prices,868.6366966236042,1257.9542075527802,0.06875472796875522,0.1793152671199709
XLF,ATR,833.0291955209676,985.8379228953579,0.007691910934841118,0.07724986300688622
XLF,Squared_Returns,1045.5650176779495,985.8379228953579,4.546282924918013e-05,0.7506516264196761
XLF,SD_Prices,739.4183400269276,985.8379228953579,0.03791292369774757,0.23371811275394816
XLI,ATR,1116.4873192678197,1146.8315301391035,0.28107306924374525,0.4002923480500304
XLI,Squared_Returns,953.4649995859456,1146.8315301391035,0.00016434284644713116,0.8219598156571148
XLI,SD_Prices,904.0046617349578,1146.8315301391035,0.22485744862669477,0.31801927265329644
XLP,ATR,997.0370758684459,975.6658104637015,0.04676683998769081,0.18807749621972003
XLP,Squared_Returns,977.6799978889252,975.6658104637015,0.00010670035486843136,1.0751756903398044
XLP,SD_Prices,942.1585684385691,975.6658104637015,0.06870828323113173,0.20624077530267368
XLV,ATR,1044.4224858568855,1090.9660738070988,0.05496450946866996,0.151618913445118
XLV,Squared_Returns,896.0149906466282,1090.9660738070988,2.6622985515179873e-05,0.5086387526989565
XLV,SD_Prices,1033.2330001405874,1090.9660738070988,0.10690302809390537,0.18894512112280362
XLY,ATR,982.4176074756076,994.5755669686653,0.7150821843989054,0.38143552361712574
XLY,Squared_Returns,1196.2200369100763,994.5755669686653,0.00011790345506644975,0.843120191459381
XLY,SD_Prices,959.2337478944045,994.5755669686653,0.6051882358903329,0.304398302246759
XLU,ATR,739.4968124699691,972.1760169363376,0.07653464055599847,0.19048115936168694
XLU,Squared_Returns,938.2399947018928,972.1760169363376,5.695604010286241e-05,0.6891429857173792
XLU,SD_Prices,900.5588652566316,972.1760169363376,0.09632025671936136,0.232359434190739
