,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,420,340,278,234,174,98,60
1,atr,114,64,50,38,30,16,10
2,mad,460,406,340,286,248,208,158
3,iqr,328,246,196,154,112,86,70
4,mad_med,476,400,354,300,256,214,184
5,iqr_med,316,256,196,158,130,98,78
