ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE,DM_stat,DM_p
XLB,ATR,1035.0571990623205,1026.7040604804292,0.006030763836197611,0.19877302869203306,,
XLB,SD_Squared_Returns,950.243317328715,1026.7040604804292,0.0046955698678728735,0.45016660937746483,21.446190238499145,4.956207015145713e-102
XLB,SD_Prices,954.1015854746531,1026.7040604804292,0.004100234828349269,0.3000568699353419,-1.5318134871615943,0.12556846688351053
XLE,ATR,965.4208471570677,1010.1480420248328,0.0009255319572098614,0.0735172309176039,,
XLE,SD_Squared_Returns,926.8245175361054,1010.1480420248328,0.0012974759019255496,0.16825483682950473,15.57757642951831,1.0340138067122661e-54
XLE,SD_Prices,976.2754894865889,1010.1480420248328,0.001618567242257422,0.23886611261651472,-8.502759024548068,1.8513696118502663e-17
XLF,ATR,1109.4283425865665,1057.0866141732283,0.0006505186566274343,0.1211551369829066,,
XLF,SD_Squared_Returns,1088.465938252361,1057.0866141732283,0.0020132089687184608,0.38337340052336816,19.13715351399451,1.238542256373848e-81
XLF,SD_Prices,1068.3772278458084,1057.0866141732283,0.0011171890143588427,0.21507686166689882,-2.8707548002104177,0.004094930268281808
XLI,ATR,1000.0,1103.2910388580492,0.023374371077836072,0.4426706882832326,,
XLI,SD_Squared_Returns,973.8939019575246,1103.2910388580492,0.00426444900302902,0.2759234721038522,41.14588528500622,0.0
XLI,SD_Prices,963.7366047133227,1103.2910388580492,0.006211742817782175,0.34158977435876314,9.902991708296865,4.040051161768308e-23
XLK,ATR,1017.032029404043,1348.4404744472104,0.01644734940336967,0.2791288981039543,,
XLK,SD_Squared_Returns,1133.1863868682867,1348.4404744472104,0.005168458624224569,0.32231132194748213,39.391746915356585,0.0
XLK,SD_Prices,1028.7712434420466,1348.4404744472104,0.0040475022521421905,0.3081338117863356,2.4804883283255084,0.01312025591393425
XLP,ATR,1000.0,1005.013229355243,0.021769081017101857,0.3373387922040735,,
XLP,SD_Squared_Returns,989.5286898512879,1005.013229355243,0.019759375532852726,0.6477536232280305,42.746635283584084,0.0
XLP,SD_Prices,1031.1169522285677,1005.013229355243,0.007784781129783713,0.3213388564408728,5.764196539676022,8.204775919149958e-09
XLV,ATR,1000.0,1100.1896333754742,0.06712827536576065,0.6501389288632965,,
XLV,SD_Squared_Returns,958.4792340831336,1100.1896333754742,0.004727843682582748,0.2784799320026116,58.30011100730042,0.0
XLV,SD_Prices,1005.4516544256833,1100.1896333754742,0.018612610253497357,0.6236540497077285,9.601605957867479,7.870836057420509e-22
XLY,ATR,1000.0,1188.4567645841953,0.1177888067625627,0.7986583204668464,,
XLY,SD_Squared_Returns,1005.2588827000345,1188.4567645841953,0.004141541914147859,0.3043500140803234,78.0245324154034,0.0
XLY,SD_Prices,1005.9842738849071,1188.4567645841953,0.019481656790722682,0.7931250795966701,9.658913760994894,4.506164491583227e-22
XLU,ATR,1093.754667810792,994.2777605938759,0.0044890154762189625,0.18660418483583907,,
XLU,SD_Squared_Returns,923.7058528616225,994.2777605938759,0.0019379620833408695,0.2405370822520642,24.193823099812164,2.5840269735145553e-129
XLU,SD_Prices,974.7643139159211,994.2777605938759,0.0035267141553126046,0.27448986893843763,-2.4887801971513714,0.01281821864636994
