,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,32,28,22,18,16,14,12
1,atr,36,28,24,24,22,20,16
2,mad,38,32,30,24,20,18,16
3,iqr,28,22,18,14,8,6,4
4,mad_med,36,34,28,24,20,16,16
5,iqr_med,28,22,16,14,10,6,4
