,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,158,163,156,138,166,171,174
1,atr,169,152,158,185,181,180,163
2,mad,166,165,171,156,148,154,161
3,iqr,179,163,170,176,157,149,135
4,mad_med,163,178,167,160,149,138,164
5,iqr_med,179,155,156,180,169,157,135
