,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,26,26,26,24,20,12,8
1,atr,30,28,26,26,22,18,16
2,mad,30,26,26,26,24,20,16
3,iqr,26,22,14,10,8,6,6
4,mad_med,28,26,26,24,22,20,18
5,iqr_med,26,20,14,10,8,6,6
