ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE,DM_stat,DM_p
XLB,ATR,967.3306171721745,1631.466770005813,0.0017296797430420847,0.40750005036854864,,
XLB,SD_Squared_Returns,958.3473006236676,1631.466770005813,0.00020089171407970061,0.2229469494452333,65.07342026519915,0.0
XLB,SD_Prices,1000.0,1631.466770005813,0.0014460903558575168,0.6286999931148901,-4.1821829660913155,2.887234664252534e-05
XLE,ATR,805.2855241812169,1928.2133090246123,4.4208855240593617e-05,0.05785624698024547,,
XLE,SD_Squared_Returns,978.8106631738614,1928.2133090246123,9.137234157021392e-05,0.1325529629982709,34.50997924591656,5.683104713326419e-261
XLE,SD_Prices,1139.3200309760753,1928.2133090246123,0.00016984816567598544,0.19911555908458117,-18.509886315218527,1.7186297312806997e-76
XLF,ATR,1125.685649555864,1423.8636363636367,5.8506481222238034e-05,0.060196223622455046,,
XLF,SD_Squared_Returns,1084.997475266077,1423.8636363636367,0.00010454703268076287,0.21455443345116765,22.81049530431487,3.607492115252086e-115
XLF,SD_Prices,904.6961830286388,1423.8636363636367,0.00021227693287284433,0.19404981256120887,-17.483735517288256,1.905939476851461e-68
XLI,ATR,1000.0,1542.192046556741,0.0025531367436073494,0.5971201576706692,,
XLI,SD_Squared_Returns,1000.0,1542.192046556741,0.0013166483511308882,0.9005832419341785,76.27392031030826,0.0
XLI,SD_Prices,1002.0035797017381,1542.192046556741,0.0010484438986647364,0.3852879845604566,35.837050852269186,2.926342818261246e-281
XLK,ATR,1000.0,2187.0324189526186,0.005999231681683852,0.8156575835633599,,
XLK,SD_Squared_Returns,994.7265289312602,2187.0324189526186,0.0009768020001895432,0.36407920358792256,85.0163973803729,0.0
XLK,SD_Prices,1000.0,2187.0324189526186,0.0032329223278634665,0.7628406652991754,26.839995395600805,1.103735593682533e-158
XLP,ATR,1000.0,1248.3999308078187,0.0021622638706745583,0.6181381303337035,,
XLP,SD_Squared_Returns,1013.7866918588838,1248.3999308078187,0.0009111609674274607,0.3890429393636625,58.426246614862535,0.0
XLP,SD_Prices,1000.0,1248.3999308078187,0.0014782939364966453,0.6355700547300244,22.245388100259596,1.2500612265696415e-109
XLV,ATR,1000.0,1524.2474001094693,0.004192633530479065,0.7378518029126956,,
XLV,SD_Squared_Returns,1000.0,1524.2474001094693,0.00549801069994342,1.9444049831593126,65.34175626506979,0.0
XLV,SD_Prices,1000.0,1524.2474001094693,0.0036044002130402003,1.0933414627384066,3.5530621437962813,0.0003807745018003812
XLY,ATR,1000.0,1527.9255319148936,0.0037775014312886883,0.6526201228317337,,
XLY,SD_Squared_Returns,1000.0,1527.9255319148936,0.0025353671441056894,0.9546157002939323,60.64716548272892,0.0
XLY,SD_Prices,1000.0,1527.9255319148936,0.0031298968625739013,0.8668223647131287,3.1239707201276543,0.0017842821123055384
XLU,ATR,1033.4051080066915,1022.748965956093,0.0008409752779740637,0.3645913517299897,,
XLU,SD_Squared_Returns,1066.2513515041035,1022.748965956093,0.0005179611324452737,0.4488977827211773,48.27801147603745,0.0
XLU,SD_Prices,997.8731750407552,1022.748965956093,0.000697893828755065,0.4460832099386737,8.469114357166202,2.472658304426196e-17
