,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,18,18,16,16,14,10,8
1,atr,24,22,22,18,16,16,16
2,mad,20,18,18,16,16,16,12
3,iqr,18,14,12,12,6,4,2
4,mad_med,20,18,18,16,16,16,14
5,iqr_med,16,14,14,12,4,2,2
