ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE
XLB,ATR,1016.4346308398943,951.5040603911699,0.04422978572189751,0.18140212368214498
XLB,Squared_Returns,965.149999902021,951.5040603911699,0.00010257461334808067,1.3603311609754158
XLB,SD_Prices,979.2868314435411,951.5040603911699,0.03712807999382894,0.17562048646976589
XLE,ATR,1062.4369841756452,1018.2770663562281,0.006440779755227347,0.047183949738936706
XLE,Squared_Returns,1073.0300073784535,1018.2770663562281,2.8403538235493344e-05,0.5573994872595536
XLE,SD_Prices,1054.9745713257676,1018.2770663562281,0.047355398712023974,0.1847566754107496
XLF,ATR,1019.47305527592,1200.9391992090955,0.007770061564116833,0.07487222059513325
XLF,Squared_Returns,1023.8200005532626,1200.9391992090955,0.00023493373912471827,1.143839907710947
XLF,SD_Prices,1051.9302031928073,1200.9391992090955,0.06252150412744424,0.2046137586416596
XLI,ATR,1022.4617755505486,1096.8595041322312,0.0401813057959719,0.12227031485973104
XLI,Squared_Returns,1000.0,1096.8595041322312,0.0009712361807270754,5.2476956379959345
XLI,SD_Prices,1034.609948079686,1096.8595041322312,0.13081791149305783,0.22025310640749132
XLP,ATR,990.5459155197468,1047.192513368984,0.01057377763598978,0.096511923093838
XLP,Squared_Returns,1009.9200000310537,1047.192513368984,1.8328568897932582e-05,0.7012910409119903
XLP,SD_Prices,967.3970655588025,1047.192513368984,0.019201364978247138,0.16875397362819516
XLV,ATR,984.9790512423577,951.7808219178082,0.013216465861439337,0.07074810451827473
XLV,Squared_Returns,1000.0,951.7808219178082,0.00018960368403103458,3.4002930370342823
XLV,SD_Prices,1018.3507438106438,951.7808219178082,0.04684300562376485,0.18403266900846668
XLY,ATR,1112.9490519715428,1228.810793167229,0.15803471574742126,0.15407996904795368
XLY,Squared_Returns,1059.315005052164,1228.810793167229,5.78830110181962e-05,0.4829285712084086
XLY,SD_Prices,1059.4489114552266,1228.810793167229,0.3831028058862766,0.22590285845552863
XLU,ATR,1020.2129757229249,1236.842105263158,0.013180539130601208,0.08705177193594425
XLU,Squared_Returns,1031.1350031633744,1236.842105263158,1.5469539785445712e-05,0.35909965748073924
XLU,SD_Prices,1005.0591441882343,1236.842105263158,0.04317914910014526,0.17753941520072553
