ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE
XLB,ATR,1044.2516611103351,1631.466770005813,0.14222465131232476,0.2271816103152775
XLB,Squared_Returns,1000.0,1631.466770005813,0.0045285764577497984,10.826554166484051
XLB,SD_Prices,1270.2232093870396,1631.466770005813,0.2616696758895197,0.4168439139530819
XLE,ATR,1307.7044407282829,1928.2133090246123,0.012253119484489622,0.06255151095793005
XLE,Squared_Returns,993.2800234951887,1928.2133090246123,0.0005939589690510071,0.394158916737752
XLE,SD_Prices,932.1130218426816,1928.2133090246123,0.07472781989884299,0.19627891662419658
XLF,ATR,1456.6087239562135,1423.8636363636367,0.011086532028662121,0.09358419581376842
XLF,Squared_Returns,1000.0,1423.8636363636367,0.000362748790576643,2.233535235664306
XLF,SD_Prices,1105.6279628200325,1423.8636363636367,0.0362165545040304,0.1917722531730255
XLI,ATR,1625.528870086945,1542.192046556741,0.4762747020126955,0.4578867214657519
XLI,Squared_Returns,1000.0,1542.192046556741,0.0013992164138599932,5.068904134867888
XLI,SD_Prices,1779.6483919101477,1542.192046556741,0.5525438071217644,0.5511715923209701
XLP,ATR,1321.308228017127,1248.3999308078187,0.3333683645800224,0.4543467373879723
XLP,Squared_Returns,1000.0,1248.3999308078187,0.000804248101636215,3.793853078340467
XLP,SD_Prices,1174.573618216824,1248.3999308078187,0.7297855528929147,1.0138235141889498
XLV,ATR,1404.531939205312,1524.2474001094693,1.516650833477771,0.8355409095576418
XLV,Squared_Returns,1000.0,1524.2474001094693,0.0034084819375516284,10.840439725976466
XLV,SD_Prices,1191.1139680704375,1524.2474001094693,1.393856641024631,0.9607973771402969
XLY,ATR,1803.3263082272126,1527.9255319148936,2.292716757630404,0.7512417330418978
XLY,Squared_Returns,1195.7500258716661,1527.9255319148936,0.0006129749227212572,1.439779134356394
XLY,SD_Prices,1729.0376905734006,1527.9255319148936,2.185630488524148,0.8575404483251375
XLU,ATR,949.2135153982342,1022.748965956093,0.22006873792586332,0.329652504584457
XLU,Squared_Returns,1000.0,1022.748965956093,0.0009117923631436345,3.639654425742998
XLU,SD_Prices,949.3055217436607,1022.748965956093,0.3045772040544321,0.4354484871682571
