ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE,DM_stat,DM_p
XLB,ATR,1009.5632034250223,1030.0954245167607,0.002809306334233966,0.32701509569661186,,
XLB,Squared_Returns,1007.770005107338,1030.0954245167607,0.002091924075370884,0.6366723972571521,-6.775144681064433e-15,0.9999999999999946
XLB,SD_Prices,1009.1092773253432,1030.0954245167607,0.0011263737111391779,0.27884049307861747,-3.7759866455642707e-16,0.9999999999999997
XLE,ATR,1340.33999173147,1257.9542075527802,0.00013886877049703661,0.052886506387769455,,
XLE,Squared_Returns,1338.9754840972714,1257.9542075527802,0.0004654816181452056,0.2891639356665363,5.480290905161296e-15,0.9999999999999957
XLE,SD_Prices,1342.353400536482,1257.9542075527802,0.00039944493912246804,0.18416321074595735,-7.75954358205381e-17,0.9999999999999999
XLF,ATR,942.0957165150878,985.8379228953579,0.00012891387657084735,0.06357371446529902,,
XLF,Squared_Returns,942.2499316037083,985.8379228953579,0.0013931641458303525,1.643690481863488,5.748043188753793e-15,0.9999999999999954
XLF,SD_Prices,942.1521847011785,985.8379228953579,0.0006853309279193627,0.21664735177912045,-8.5933342773662275e-16,0.9999999999999993
XLI,ATR,1020.3395048375405,1146.8315301391035,0.004007225750893718,0.34254465058638706,,
XLI,Squared_Returns,1020.3000094728773,1146.8315301391035,0.0009340182990289088,0.9365497338552532,-1.484250755020173e-15,0.9999999999999988
XLI,SD_Prices,1020.3527585489555,1146.8315301391035,0.0018869537555518423,0.3148970222504762,-1.0491751371725388e-15,0.9999999999999991
XLP,ATR,1110.7220545774649,975.6658104637015,0.0010856367401734651,0.18856907515124305,,
XLP,Squared_Returns,1111.0051052206218,975.6658104637015,0.0008498983154437426,1.1551001250440867,-2.24199712749555e-16,0.9999999999999998
XLP,SD_Prices,1111.1774067565452,975.6658104637015,0.0009324937974304625,0.23138990513123928,-1.924412916519321e-15,0.9999999999999984
XLV,ATR,1056.6121588136805,1090.9660738070988,0.0017758234242335295,0.23600778936203926,,
XLV,Squared_Returns,1055.8350071552484,1090.9660738070988,0.0007401586127496343,0.3850138275570831,5.489362387791004e-16,0.9999999999999996
XLV,SD_Prices,1056.6523125650722,1090.9660738070988,0.0005898777410400432,0.18259746893705442,3.640560315872564e-16,0.9999999999999997
XLY,ATR,1347.7313970286068,994.5755669686653,0.003924648216806267,0.3791721937592895,,
XLY,Squared_Returns,1291.7050302993305,994.5755669686653,0.0009312745210929056,0.7337220540702275,8.014943078299299e-16,0.9999999999999993
XLY,SD_Prices,1347.872720230647,994.5755669686653,0.0020816012521136934,0.3694249538835616,7.389430971174791e-17,0.9999999999999999
XLU,ATR,1172.8103060962662,972.1760169363376,0.002220537616821635,0.20884266559281728,,
XLU,Squared_Returns,1171.7901244150203,972.1760169363376,0.0009173074861588953,0.9531264757979848,1.967322512607596e-15,0.9999999999999984
XLU,SD_Prices,1172.9593784217518,972.1760169363376,0.0013268442083761288,0.31240011956919084,2.5638732254277924e-16,0.9999999999999998
