,ETF,Metric,Final_Value,Passive_Potential,Relative_MSE,MAPE,DM_stat,DM_p,Date,Model
6,XLB,SD_Prices,98.86959370904324,95.150406039117,0.0011379624801485,0.176494494989928,-1.243325961280203,0.2137477412216677,date_config4,RNN
7,XLB,IQR,100.0,95.150406039117,0.0040603323078701,0.339351306349618,22.477539776656595,6.885072895961376e-112,date_config4,RNN
8,XLE,ATR,98.41155634270532,101.8277066356228,0.0008185705771848,0.0581967014607646,,,date_config4,RNN
9,XLE,SD_Returns,102.4952003895634,101.8277066356228,0.0014108426215504,0.1478206850251706,17.509340748782414,1.2159408072555131e-68,date_config4,RNN
10,XLE,SD_Prices,101.85412026726058,101.8277066356228,0.0008518844839757,0.1869787302798636,-8.053670023777443,8.034765387184386e-16,date_config4,RNN
11,XLE,IQR,100.94923181323963,101.8277066356228,0.0020588517805365,0.3044508916571858,17.174108464023824,4.1497950718359356e-66,date_config4,RNN
12,XLF,ATR,109.70194853863586,120.09391992090954,0.001315107503798,0.1064633716859831,,,date_config4,RNN
13,XLF,SD_Returns,116.19156090549004,120.09391992090954,0.0020757168663767,0.2263123221406941,16.434557890137548,1.0821097989033771e-60,date_config4,RNN
14,XLF,SD_Prices,113.04681965880684,120.09391992090954,0.0018650866835481,0.2285513643631403,-7.520987549996663,5.436402688183906e-14,date_config4,RNN
15,XLF,IQR,107.32194956075216,120.09391992090954,0.0046443430203351,0.4792943378525179,15.62158586963125,5.1898558278999715e-55,date_config4,RNN
16,XLI,ATR,111.26535658817065,109.68595041322314,0.0017856514637133,0.1308715537985984,,,date_config4,RNN
17,XLI,SD_Returns,111.87773276237748,109.68595041322314,0.0045176175845513,0.3508258698777088,20.91057949893918,4.2899105072765343e-97,date_config4,RNN
18,XLI,SD_Prices,103.13712616659804,109.68595041322314,0.0018042899369981,0.2122639275212169,-2.9277756127351333,0.0034139633003604,date_config4,RNN
19,XLI,IQR,113.25649054642608,109.68595041322314,0.0021085714657173,0.2723920316718396,20.946184108252083,2.0328229351049367e-97,date_config4,RNN
20,XLK,ATR,111.1866666713738,114.5585305408426,0.0101569623833155,0.4517036020567903,,,date_config4,RNN
21,XLK,SD_Returns,100.0,114.5585305408426,0.0499089756299549,1.3803165740083905,30.56777249857797,3.2830777179651083e-205,date_config4,RNN
22,XLK,SD_Prices,106.01628077659733,114.5585305408426,0.0054475737150568,0.4198362239231943,6.586514280440465,4.502722662543813e-11,date_config4,RNN
23,XLK,IQR,106.540294432204,114.5585305408426,0.0106561993658319,0.7773765510513618,30.728560779657528,2.3651709521048948e-207,date_config4,RNN
24,XLP,ATR,101.55402406913034,104.7192513368984,0.0010305309093315,0.0702510464361885,,,date_config4,RNN
25,XLP,SD_Returns,103.69345219272728,104.7192513368984,0.0101328482850028,0.3990907115851201,19.18596823430237,4.8482610932282005e-82,date_config4,RNN
26,XLP,SD_Prices,100.5554706429707,104.7192513368984,0.0013342158299859,0.1837935575551336,-6.318447558804328,2.6420391928783023e-10,date_config4,RNN
27,XLP,IQR,101.35133812381514,104.7192513368984,0.0019735091144869,0.2418531828999893,19.362905673496147,1.5867763151236557e-83,date_config4,RNN
28,XLV,ATR,98.54139796381182,95.17808219178082,0.0004505747416483,0.0554587983100212,,,date_config4,RNN
29,XLV,SD_Returns,99.9620218201906,95.17808219178082,0.0098024895078399,0.6428155581998197,16.889955519949815,5.334320590078052e-64,date_config4,RNN
30,XLV,SD_Prices,100.88404504648064,95.17808219178082,0.0008093810821623,0.1825726429953728,-8.223404581444523,1.9780615122631115e-16,date_config4,RNN
31,XLV,IQR,99.33472212888918,95.17808219178082,0.0044907760148301,0.6211415976682437,17.169530773478854,4.490351718424101e-66,date_config4,RNN
32,XLY,ATR,115.39442494777384,122.88107931672288,0.0019670094919073,0.1320293413735651,,,date_config4,RNN
33,XLY,SD_Returns,113.09962275856672,122.88107931672288,0.0081250265020398,0.487942182081402,14.985406833757,9.146378132017999e-51,date_config4,RNN
34,XLY,SD_Prices,118.72761729145324,122.88107931672288,0.0021994655522419,0.2137807875123529,-3.658999028794369,0.000253202299671,date_config4,RNN
35,XLY,IQR,114.90747058058646,122.88107931672288,0.0022134213140992,0.2587278008671245,15.036908436089115,4.2074560569838123e-51,date_config4,RNN
36,XLU,ATR,103.94832203076258,123.68421052631578,0.0016751980418546,0.0827439164198649,,,date_config4,RNN
37,XLU,SD_Returns,114.32661520358826,123.68421052631578,0.0065583616227711,0.3430343593466796,20.27503277112812,2.1364956574087255e-91,date_config4,RNN
38,XLU,SD_Prices,101.70847442661965,123.68421052631578,0.0020323218408133,0.222209545706757,-8.398851674968917,4.5086588303357347e-17,date_config4,RNN
39,XLU,IQR,117.03193266684852,123.68421052631578,0.0042048446791804,0.3200157970643593,20.129728068375872,4.052120789305987e-90,date_config4,RNN
0,SPY,ATR,101.59084391644146,116.509536087547,0.0020931963626836,0.193948948762299,,,date_config1,LSTM
