,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,0.607435,0.639615,0.656142,0.581327,0.575871,0.602413,0.638012
1,atr,0.688029,0.672044,0.605713,0.56741,0.582475,0.669987,0.641695
2,mad,0.664766,0.619745,0.626708,0.656051,0.662521,0.586975,0.5825
3,iqr,0.630325,0.608631,0.627477,0.620768,0.623408,0.671531,0.736934
4,mad_med,0.665515,0.647555,0.649236,0.647363,0.611843,0.585669,0.571797
5,iqr_med,0.643306,0.604209,0.610194,0.57748,0.625841,0.535862,0.734362
