,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,398,346,280,224,164,120,66
1,atr,228,164,130,98,74,52,34
2,mad,446,386,346,296,244,200,162
3,iqr,316,244,186,156,122,94,72
4,mad_med,446,384,336,296,246,216,172
5,iqr_med,304,238,186,156,130,102,80
