,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,144,161,183,199,210,184,132
1,atr,160,168,150,145,159,173,160
2,mad,142,153,159,179,188,188,183
3,iqr,169,184,189,178,157,152,151
