,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,0.548849,0.590441,0.647519,0.578402,0.48251,0.417734,0.454999
1,atr,0.548092,0.483809,0.548665,0.5919,0.587599,0.580765,0.626085
2,mad,0.54244,0.567569,0.604812,0.530285,0.561001,0.487141,0.477483
3,iqr,0.538742,0.476923,0.492849,0.535742,0.481937,0.598247,0.40991
4,mad_med,0.597066,0.583357,0.538558,0.527865,0.56597,0.562974,0.395167
5,iqr_med,0.536612,0.523844,0.485336,0.385221,0.478759,0.480103,0.650404
