,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,115,113,101,121,135,147,154
1,atr,103,115,123,160,166,154,129
2,mad,105,118,111,101,103,119,151
3,iqr,111,114,114,147,136,135,147
