,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,500,609,972,1756,636,334,598
1,atr,625,776,1208,1004,787,274,270
2,mad,429,600,463,890,1302,978,378
3,iqr,696,545,329,462,906,682,481
4,mad_med,631,814,594,1081,844,904,250
5,iqr_med,685,484,251,429,804,776,608
