,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,84,70,54,44,34,24,16
1,atr,46,38,36,32,26,18,14
2,mad,90,80,68,54,48,40,32
3,iqr,60,48,34,30,22,20,14
4,mad_med,84,76,60,56,46,40,36
5,iqr_med,62,48,36,32,24,20,16
