,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,161,344,222,153,120,88,131
1,atr,105,193,257,266,230,146,148
2,mad,128,191,344,219,130,131,65
3,iqr,341,103,62,58,86,155,286
4,mad_med,98,155,313,288,214,202,119
5,iqr_med,272,197,81,71,103,73,220
