,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,24,22,22,22,18,12,8
1,atr,30,28,24,22,20,18,16
2,mad,30,24,22,22,22,18,18
3,iqr,22,18,16,12,12,8,4
4,mad_med,32,26,24,22,22,22,18
5,iqr_med,22,20,16,12,12,10,4
