,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,74,58,54,44,36,26,10
1,atr,50,42,40,34,28,24,16
2,mad,78,68,58,56,44,44,32
3,iqr,50,42,36,24,16,16,12
