,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,134,114,102,84,70,52,38
1,atr,128,112,102,86,66,46,44
2,mad,150,126,110,104,92,78,66
3,iqr,94,78,60,46,36,20,16
4,mad_med,156,132,116,106,98,76,66
5,iqr_med,102,78,62,44,32,22,16
