,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,410,348,296,238,170,112,60
1,atr,256,196,146,106,70,50,32
2,mad,452,408,354,302,254,206,170
3,iqr,328,242,198,148,104,84,68
4,mad_med,454,382,350,304,256,228,190
5,iqr_med,318,250,204,162,114,96,76
