,Date,Open,High,Low,Close,Volume,Adj Close,ATR,SD_Log_Close,ATR_normalized,SD_normalized,Delta_Days
18,2000-02-08,143.97,144.56,143.62,144.31,4936400,91.43,2.6214285714285706,0.010952625332161573,-0.13119292909264185,0.11983620948996891,27
19,2000-02-09,144.47,144.47,141.27,141.28,8511500,89.51,2.4114285714285706,0.012596960140327781,-0.21413306312265507,0.34032711560714035,28
20,2000-02-10,141.62,142.56,140.88,141.56,6690600,89.69,2.2000000000000006,0.012096031002867541,-0.29763741575151137,0.2731569025394759,29
21,2000-02-11,141.84,141.94,138.03,138.69,9849800,87.87,2.491428571428571,0.014482328854026377,-0.18253682158741172,0.593138558863014,30
22,2000-02-14,139.78,139.78,138.31,139.5,8528800,88.38,2.2371428571428567,0.012983108429755162,-0.2829677321815775,0.3921062215462715,33
23,2000-02-15,139.25,141.22,137.8,141.08,11078300,89.38,2.4571428571428555,0.014152507629952812,-0.1960780679596593,0.5489124193982925,34
24,2000-02-16,140.38,140.94,138.8,139.0,8845400,88.06,2.5914285714285694,0.01502184985416464,-0.14304151966835846,0.6654836029495004,35
25,2000-02-17,140.44,140.44,138.22,138.28,7584200,87.61,2.597142857142854,0.01305001924532865,-0.14078464527298445,0.40107837629332704,36
26,2000-02-18,138.88,138.88,134.62,135.31,9409200,85.73,2.748571428571426,0.013146041970544633,-0.08097747379555967,0.41395418332822403,37
27,2000-02-22,135.19,136.34,133.53,134.97,16415400,85.51,2.9099999999999966,0.01278653656307177,-0.017220772126230095,0.36574765467356674,41
28,2000-02-23,135.62,137.47,134.5,136.56,12119000,86.52,2.7757142857142827,0.01283894629806345,-0.07025732041753092,0.37277534143193664,42
29,2000-02-24,136.69,137.03,133.09,133.81,17375000,84.78,3.1285714285714255,0.013877095657937282,0.06910467349684503,0.5119820844302309,43
30,2000-02-25,135.19,136.72,133.12,133.33,10559900,84.47,3.154285714285712,0.011784328205405308,0.07926060827603071,0.2313602855060194,44
31,2000-02-28,133.38,136.69,132.72,136.12,13397800,86.24,3.3957142857142832,0.015464491500183879,0.17461355148060362,0.724837973562637,47
32,2000-02-29,136.06,137.44,135.75,137.44,8242500,87.07,3.319999999999997,0.01611617174412454,0.1447099657418912,0.8122225905953327,48
33,2000-03-01,137.62,139.0,137.22,138.44,6868000,87.71,2.9657142857142844,0.013354881565308343,0.004783753228672212,0.4419577451660628,49
34,2000-03-02,138.69,139.12,137.34,138.53,7600200,87.77,2.818571428571427,0.013178853042036675,-0.05333076245222146,0.41835386084403586,50
35,2000-03-03,140.44,141.72,139.72,141.12,12770300,89.41,2.8499999999999983,0.014087576434354071,-0.04091795327766177,0.540205714363687,51
36,2000-03-06,140.81,141.34,138.75,139.75,11967100,88.54,2.657142857142856,0.011230209987026556,-0.1170874641215512,0.1570578822122408,54
37,2000-03-07,140.0,140.16,135.22,137.05,20062000,86.83,2.8485714285714283,0.014638572902041205,-0.04148217187650483,0.6140895182121164,55
38,2000-03-08,136.47,137.84,135.03,136.88,11808500,86.72,2.682857142857143,0.012663157268112348,-0.10693152934236552,0.349203571068088,56
39,2000-03-09,137.25,140.88,136.12,140.88,5500900,89.25,3.1214285714285706,0.016410284023364516,0.06628358050262777,0.8516604730921037,57
40,2000-03-10,140.19,142.0,139.53,140.12,7924600,88.78,3.219999999999999,0.01662832628856974,0.10521466382283796,0.8808980324919171,58
41,2000-03-13,136.69,140.47,135.69,138.59,10540500,87.81,3.6485714285714272,0.017319967658710085,0.27448024347592614,0.9736410867975291,61
