,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,0.661851,0.709442,0.717062,0.724307,0.691529,0.63548,0.579064
1,atr,0.726242,0.769192,0.706115,0.69082,0.708475,0.6136,0.594202
2,mad,0.665066,0.690474,0.713386,0.753038,0.720369,0.669448,0.687982
3,iqr,0.74513,0.707906,0.68978,0.572891,0.560279,0.552344,0.523627
4,mad_med,0.740332,0.714922,0.727999,0.730961,0.699529,0.672821,0.701913
5,iqr_med,0.741136,0.657077,0.658841,0.563864,0.596168,0.549771,0.539087
