,metric,1,1.25,1.5,1.75,2,2.25,2.5
0,sd,1105,986,1040,449,769,1174,1783
1,atr,489,587,1712,2941,1305,995,583
2,mad,679,1117,896,1215,458,459,1011
3,iqr,635,1015,1435,1989,1154,674,920
4,mad_med,1064,958,978,979,598,565,709
5,iqr_med,1256,624,1013,1490,1342,869,1441
